1787203018.575503, Self-RAG Decomposed, pipeline, prepare, start, 50967796060875
1787204508.206313, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 21, 52457398491166
1787204508.214360, Self-RAG Decomposed, Generator LLM, run, end, 52457406529375
1787204508.221490, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52457413660500
1787204508.221552, Self-RAG Decomposed, Generator LLM, run, start, 52457413715750
1787204508.222282, Self-RAG Decomposed, Generator LLM, first_token, start, 52457414448333
1787204508.222637, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52457414802916
1787204508.222758, Self-RAG Decomposed, Hallucination LLM, run, start, 52457414926875
1787204508.222863, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52457415025625
1787204513.590649, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 52462783838833
1787204513.747576, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52462939743708
1787204513.847587, Self-RAG Decomposed, Generator LLM, first_token, end, 52463039751833
1787204513.850529, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52463042676208
1787204513.862381, Self-RAG Decomposed, Hallucination LLM, run, end, 52463054531958
1787204513.864522, Self-RAG Decomposed, Hallucination router, run, start, 52463056667291
1787204513.869068, Self-RAG Decomposed, Hallucination router, run, end, 52463061207708
1787204513.871330, Self-RAG Decomposed, End stage, run, start, 52463063468750
1787204513.878437, Self-RAG Decomposed, End stage, run, end, 52463070575750
1787204513.878600, Self-RAG Decomposed, pipeline - val, run, end, 73284356779775446115621522025705347068, 1787203360.535146, 1, 28, 52463071275250
1787204514.029738, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 52463221903791
1787204514.030288, Self-RAG Decomposed, Generator LLM, run, end, 52463222427833
1787204514.030391, Self-RAG Decomposed, Generator LLM, run, start, 52463222528791
1787204514.031108, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52463223247666
1787204514.031603, Self-RAG Decomposed, Generator LLM, first_token, start, 52463223739166
1787204514.058930, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52463251072208
1787204514.058996, Self-RAG Decomposed, Hallucination LLM, run, start, 52463251132333
1787204514.059115, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52463251252375
1787204514.548678, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 13, 52463740827458
1787204514.550595, Self-RAG Decomposed, Query rewrite LLM, run, end, 52463742733250
1787204514.550632, Self-RAG Decomposed, Grader LLM, first_token, start, 52463742782333
1787204514.551342, Self-RAG Decomposed, Document retriever, run, start, 52463743489500
1787204719.991183, Self-RAG Decomposed, pipeline, drain, timeout, sent=110, processed=24, 52669273294708
1787204777.330794, Self-RAG Decomposed, Document retriever, run, end, 52726524033833
1787204777.325974, Self-RAG Decomposed, Retrieval grader formatter, run, start, 52726526526625
1787204777.382788, Self-RAG Decomposed, Retrieval grader formatter, run, end, 52726573653958
1787204777.755784, Self-RAG Decomposed, Generator LLM, first_token, end, 52726946654833
1787204777.996104, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52727186977833
1787204778.202447, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52727393316291
1787204778.203171, Self-RAG Decomposed, Grader LLM, first_token, end, 52727394484500
1787204778.204208, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 5, 52727395058125
1787204778.205434, Self-RAG Decomposed, Hallucination LLM, run, end, 52727396282541
1787204778.207278, Self-RAG Decomposed, Hallucination router, run, start, 52727398128458
1787204778.220839, Self-RAG Decomposed, Generator LLM, run, end, 52727411695625
1787204778.221590, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52727412440875
1787204778.223875, Self-RAG Decomposed, Hallucination router, run, end, 52727414724875
1787204778.223924, Self-RAG Decomposed, Generator LLM, run, start, 52727414771791
1787204778.226472, Self-RAG Decomposed, End stage, run, start, 52727417324250
1787204778.228182, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52727419033125
1787204778.228262, Self-RAG Decomposed, Hallucination LLM, run, start, 52727419111458
1787204778.228354, Self-RAG Decomposed, Generator LLM, first_token, start, 52727419204041
1787204778.229624, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52727420473583
1787204778.317492, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52727508354291
1787204778.317886, Self-RAG Decomposed, Grader LLM, run, end, 52727508735208
1787204778.318620, Self-RAG Decomposed, Grade router, run, start, 52727509483625
1787204778.320982, Self-RAG Decomposed, Grader LLM, run, start, 52727511832000
1787204778.328445, Self-RAG Decomposed, Grader LLM, first_token, start, 52727519294458
1787204778.329119, Self-RAG Decomposed, End stage, run, end, 52727519968666
1787204778.329667, Self-RAG Decomposed, Grade router, run, end, 52727520517125
1787204778.329730, Self-RAG Decomposed, pipeline - val, run, end, 255520648802928273655756698811806469832, 1787203377.097672, 1, 30, 52727520588833
1787204778.329783, Self-RAG Decomposed, Answer generator formatter, run, start, 52727520633166
1787204778.335919, Self-RAG Decomposed, Answer generator formatter, run, end, 52727526768750
1787204782.479310, Self-RAG Decomposed, Generator LLM, first_token, end, 52731670703833
1787204782.484662, Self-RAG Decomposed, Grader LLM, first_token, end, 52731675512125
1787204782.559036, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52731749888916
1787204782.666959, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 52731857801041
1787204782.676315, Self-RAG Decomposed, Generator LLM, run, end, 52731867154375
1787204782.676473, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52731867302208
1787204782.676523, Self-RAG Decomposed, Generator LLM, run, start, 52731867349625
1787204782.682766, Self-RAG Decomposed, Generator LLM, first_token, start, 52731873596875
1787204782.682838, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52731873668083
1787204782.734947, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52731925799833
1787204782.737404, Self-RAG Decomposed, Hallucination LLM, run, end, 52731928235958
1787204782.737529, Self-RAG Decomposed, Hallucination router, run, start, 52731928361083
1787204782.737583, Self-RAG Decomposed, Hallucination LLM, run, start, 52731928412166
1787204782.737924, Self-RAG Decomposed, Hallucination router, run, end, 52731928753625
1787204782.738138, Self-RAG Decomposed, End stage, run, start, 52731928965625
1787204782.738202, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52731929031583
1787204782.739698, Self-RAG Decomposed, End stage, run, end, 52731930528291
1787204782.739780, Self-RAG Decomposed, pipeline - val, run, end, 267587908899799932236662923813208869198, 1787203387.719006, 1, 31, 52731930617666
1787204783.172791, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 9, 52732363696541
1787204783.186493, Self-RAG Decomposed, Grader LLM, run, end, 52732377331166
1787204783.190625, Self-RAG Decomposed, Grader LLM, run, start, 52732381457500
1787204783.190713, Self-RAG Decomposed, Grade router, run, start, 52732381543708
1787204783.190842, Self-RAG Decomposed, Grader LLM, first_token, start, 52732381668500
1787204783.191700, Self-RAG Decomposed, Grade router, run, end, 52732382529791
1787204783.192439, Self-RAG Decomposed, Query rewrite formatter, run, start, 52732383264000
1787204783.195724, Self-RAG Decomposed, Query rewrite formatter, run, end, 52732386557041
1787204783.196857, Self-RAG Decomposed, Query rewrite LLM, run, start, 52732387688958
1787204785.972576, Self-RAG Decomposed, Grader LLM, first_token, end, 52735163558958
1787204786.028873, Self-RAG Decomposed, Generator LLM, first_token, end, 52735219709041
1787204786.081047, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52735271883791
1787204786.092051, Self-RAG Decomposed, Grader LLM, run, end, 52735282875333
1787204786.107300, Self-RAG Decomposed, Grader LLM, run, start, 52735298132541
1787204786.107445, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 52735298257583
1787204786.107539, Self-RAG Decomposed, Grade router, run, start, 52735298360000
1787204786.107586, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 52735298397125
1787204786.107707, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52735298525083
1787204786.110680, Self-RAG Decomposed, Grade router, run, end, 52735301493041
1787204786.110800, Self-RAG Decomposed, Generator LLM, run, end, 52735301612666
1787204786.110916, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52735301726041
1787204786.110977, Self-RAG Decomposed, Query rewrite formatter, run, start, 52735301790791
1787204786.118049, Self-RAG Decomposed, Generator LLM, run, start, 52735308863000
1787204786.120462, Self-RAG Decomposed, Query rewrite formatter, run, end, 52735311276291
1787204786.120551, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52735311361041
1787204786.120604, Self-RAG Decomposed, Generator LLM, first_token, start, 52735311416750
1787204786.322617, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52735513444958
1787204786.388716, Self-RAG Decomposed, Hallucination LLM, run, end, 52735579539250
1787204786.388904, Self-RAG Decomposed, Hallucination router, run, start, 52735579718041
1787204786.492742, Self-RAG Decomposed, Hallucination LLM, run, start, 52735683568916
1787204786.493671, Self-RAG Decomposed, Hallucination router, run, end, 52735684487875
1787204786.493956, Self-RAG Decomposed, Answer generator formatter, run, start, 52735684766708
1787204786.494006, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52735684814458
1787204786.494287, Self-RAG Decomposed, Answer generator formatter, run, end, 52735685098000
1787204789.731790, Self-RAG Decomposed, Query rewrite LLM, first_token, end, 52738922969708
1787204789.843701, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52739034629625
1787204789.914367, Self-RAG Decomposed, Generator LLM, first_token, end, 52739105184916
1787204789.945597, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52739136416041
1787204789.946011, Self-RAG Decomposed, Hallucination LLM, run, end, 52739136808541
1787204789.946240, Self-RAG Decomposed, Hallucination router, run, start, 52739137037375
1787204789.948173, Self-RAG Decomposed, Hallucination router, run, end, 52739138970083
1787204789.948360, Self-RAG Decomposed, End stage, run, start, 52739139154333
1787204789.950302, Self-RAG Decomposed, End stage, run, end, 52739141101041
1787204789.950435, Self-RAG Decomposed, pipeline - val, run, end, 42856505757421511273264546312264109688, 1787203397.150801, 1, 33, 52739141249833
1787204790.004042, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 52739194853791
1787204790.004284, Self-RAG Decomposed, Generator LLM, run, end, 52739195077916
1787204790.004756, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52739195553458
1787204790.004809, Self-RAG Decomposed, Generator LLM, run, start, 52739195601916
1787204790.007699, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52739198495125
1787204790.007786, Self-RAG Decomposed, Hallucination LLM, run, start, 52739198579083
1787204790.007896, Self-RAG Decomposed, Generator LLM, first_token, start, 52739198687666
1787204790.007997, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52739198790125
1787204793.307297, Self-RAG Decomposed, Query rewrite LLM, n_generated_tokens, 10, 52742498240333
1787204793.308718, Self-RAG Decomposed, Query rewrite LLM, run, end, 52742499498791
1787204793.308759, Self-RAG Decomposed, Grader LLM, first_token, start, 52742499543750
1787204793.309547, Self-RAG Decomposed, Document retriever, run, start, 52742500563666
1787204793.309846, Self-RAG Decomposed, Query rewrite LLM, run, start, 52742500621500
1787204793.490452, Self-RAG Decomposed, Hallucination LLM, first_token, end, 52742681252666
1787204793.880328, Self-RAG Decomposed, Hallucination LLM, n_generated_tokens, 2, 52743071164500
1787204793.881547, Self-RAG Decomposed, Hallucination LLM, run, end, 52743072326208
1787204793.881809, Self-RAG Decomposed, Hallucination router, run, start, 52743072586500
1787204793.882929, Self-RAG Decomposed, Hallucination router, run, end, 52743073706666
1787204793.883536, Self-RAG Decomposed, End stage, run, start, 52743074313291
1787204793.886028, Self-RAG Decomposed, End stage, run, end, 52743076811916
1787204793.886164, Self-RAG Decomposed, pipeline - val, run, end, 228389915022540890708908253777191970936, 1787203398.668857, 1, 34, 52743076944125
1787204815.345600, Self-RAG Decomposed, Generator LLM, first_token, end, 52764538085541
1787204815.567377, Self-RAG Decomposed, Grader LLM, first_token, end, 52764758070750
1787204815.568111, Self-RAG Decomposed, Generator LLM, n_generated_tokens, 2, 52764758781208
1787204815.575826, Self-RAG Decomposed, Generator LLM, run, end, 52764766503625
1787204815.576315, Self-RAG Decomposed, Hallucination grader formatter, run, start, 52764767327291
1787204815.577562, Self-RAG Decomposed, Generator LLM, run, start, 52764768232833
1787204815.593107, Self-RAG Decomposed, Generator LLM, first_token, start, 52764783777791
1787204815.605135, Self-RAG Decomposed, Hallucination grader formatter, run, end, 52764795802916
1787204815.662456, Self-RAG Decomposed, Hallucination LLM, run, start, 52764853133166
1787204815.662497, Self-RAG Decomposed, Grader LLM, n_generated_tokens, 2, 52764853165958
1787204815.663248, Self-RAG Decomposed, Hallucination LLM, first_token, start, 52764853917083
1787204815.664295, Self-RAG Decomposed, Grader LLM, run, end, 52764854961875
1787204815.664405, Self-RAG Decomposed, Query rewrite LLM, first_token, start, 52764855073208
1787204815.665099, Self-RAG Decomposed, Grade router, run, start, 52764855778166
1787204815.665765, Self-RAG Decomposed, Grader LLM, run, start, 52764856431750
1787204815.666694, Self-RAG Decomposed, Grade router, run, end, 52764857361916
1787204815.667036, Self-RAG Decomposed, Answer generator formatter, run, start, 52764857706500
1787204816.045063, Self-RAG Decomposed, Answer generator formatter, run, end, 52765235739166
